,tweet,source,tweet_id,user_id,Impoliteness,Intolerance,uncivil_confidence,uncivil_binary_label,bin_confidence,impo_alon,into_alon,note_alon
3550,The former president again called for a boycott of AT&T after doing so at his Saturday rally @LINK via @USER,high_pmi_accounts,1.48806E+18,311599942,0,0,1,0,1,,,
3551,"@USER It will never be over for those that cheered on the idiocy of lockdowns. You can spot them easily, they drive their cars wearing a mask, on their own, or outdoors.",twitter_features,1.4928E+18,1.48629E+18,0,0,1,0,1,,,
3552,"@USER This country is a joke ,Democrats out here is this country think there standing up for the old Democrats, they dont realize this I think are new evil Democrats. Very sick and start with Obama, Nancy, shuma killary all need to be in jail.",perspective_features,1.49463E+18,1.48448E+18,1,1,0.666666667,1,1,1,1,
3553,"@USER @USER @USER I get that frustration but all the other accomplishments don't matter? He's only been in office for a year and he stepped into a huge pile of s#%t walking into the door. Kept out of briefings during transition, roadblocks set up through in congress? But Biden failed??",alon_for_train,1.49282E+18,9.42852E+17,1,0,,1,1,,,
3554,"Uh, aaa, uh... That's when you know one's lying through their teeth. The fact that she's unprepared to answer a question that's on EVERYONE'S minds, is in itself mind boggling. Almost makes you wonder what the Dems are planning. Caught totally off guard. @LINK",active_learning,1.48164E+18,3218793565,1,0,0.6,1,0.8,,,
3555,@USER @USER That's what I thought. The federal government is not open on president's day.,twitter_features,1.49583E+18,1.47637E+18,0,0,1,0,1,,,
3556,Look Whose Dead Body Just Washed Up On a Beach 24 Hours Before Exposing MASSIVE DNC Scandal @LINK via @USER,active_learning,8.77936E+17,28975965,0,0,1,0,1,,,
3557,"PART-II REF 10555 The distilled idiots india and usa must change the goalpost and throw the chair scratchy at security council where they have failed for 50 years at india and 20 years at usa ,the (UV) layer ppr the need to withstand hot and cold",perspective_features,1.49524E+18,1.38244E+18,1,0,1,1,1,,,
3558,(Becuase earth is his footstool and heaven is his place of rest ) give U.S. THIS DAY ( BECUASE WE ARE A CHOSEN NATION) OUR DAYLIY BREAD ( BECUASE AS CHRIST WAS SPOKEN TO RETURN HE GAVE U.S. FORGIVE U.S. our trust passes as we forgive those who truspass against U.S. ( NOT THAT -,active_learning,1.46E+18,1.42283E+18,0,0,1,0,1,,,
3559,Poll: Voters Sink Democrat Scheme to Cut Inflation by Raising Migration @LINK via @USER,high_pmi_accounts,1.49476E+18,1373074627,0,0,0.666666667,0,0.666666667,,,
3560,"Unfortunately, AZ is next! Time to fight here in AZ as well. Republicans know that if people vote the can't win and they are desperate. @LINK",active_learning,1.38E+18,69945361,0,0,1,0,1,,,
3561,Gov.Wolf is a disgrace to PA families. Josh Shapiro will only continue his work. We can not allow PA to be overrun by radical liberal agendas. @USER,active_learning,1.47387E+18,1.40716E+18,1,0,1,1,1,,,
3562,"@USER For a FL employee w/ ""Data/Research"" in your bio, you're either incompetent at both or you're intentionally misleading people. The study confirms that Omicron is more vax-evasive than Delta. But it's false to imply (as you do) that the vax isn't helpful re Omicron. Read it all. @LINK",perspective_features,1.47815E+18,96487686,1,0,0.666666667,1,0.666666667,,,
3563,"@USER Our Librarians have unanimously decided: The thousands of immigrants who continue to have hope in her and who, every year, come here willingly to take an oath to keep her & love her, despite her desperate flaws...They make us proud to be Americans. #LiberallyPatriotic",twitter_features,1.49E+18,1.48225E+18,0,0,1,0,1,,,
3564,"The Kyle Rittenhouse incident is a tragedy. An idiot teenager brought a gun. Three idiots foolishly attacked a teenager with a gun. It's a collision of idiocy. A tragedy made worse if a surviving, scared teenager is thrown in prison for all the idiocy of that day. #Rittenhouse",perspective_features,1.46E+18,431071870,1,0,0.666666667,1,1,,,
3565,H-1B visas has & still being used for outsourcing Americans jobs & Data! #H1B R LOW SKILLED CHEAP Labor! WHERE IS THE BILL PROTECTING AMERICANS WORKERS @USER ?? @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @LINK @LINK,active_learning,1.36E+18,1.35412E+18,0,0,0.666666667,0,0.666666667,,,
3566,"Republicans are literally rewriting history. This is so amazing to watch, I am so very very proud. The misinformation agents have won this war, time for the next. @USER",active_learning,1.4917E+18,3282680677,0,1,1,1,1,,,
3567,I have two #IA03 town halls coming up next week in Madison and Polk County - hope to see you there! More details: @LINK @LINK,random,1.48E+18,1.08087E+18,0,0,1,0,1,,,
3568,Maga & the GOP want to surveillance teachers & your children and put them on display for creepy adults to see #Authoritarianism,active_learning,1.49013E+18,1.28378E+18,0,1,0.666666667,1,0.666666667,,,
3569,This is who the democrats want to tun united state into @LINK,active_learning,1.33585E+18,483647725,0,0,0.666666667,0,0.666666667,,,
3570,@USER Sorry it's the filibuster! Speaking of which for it being so racist how come democrats in the senate used it yesterday? Oh ya only racist when Republicans use it,active_learning,1.48221E+18,2733894671,0,0,0.666666667,0,0.666666667,,,
3571,Republicans press Granholm for Keystone XL job loss report after missed deadline @LINK,high_pmi_accounts,1.49468E+18,13544232,0,0,1,0,1,,,
3572,@USER Repeat after me ALL POLLS ARE BS ALL POLLS ARE BS ALL POLLS ARE BS EVERY poll is a push-poll EVERY poll can be manipulated simply by the people who decide to answer themWhy is the Beltway Press & MSM hell-bent on destroying Biden & the Dems? #BidenBoom #DemocratsDeliver @USER,active_learning,1.49363E+18,1.48058E+18,0,0,1,0,1,,,
3573,"""Independent evaluators, including the Princeton Gerrymandering Project, have determined the plans skew in favor of Republicans."" @LINK",active_learning,1.47116E+18,1.19397E+18,0,0,0.75,0,0.75,,,
3574,"@USER Exactly...... Republican leaders from henceforth will lead citizens to the cemeteries, whilst DEMOCRATIC leaders are POISED to saving American lives and values. Trump is ignorant to Public Health policies, the science & facts, and all his failed actions are evident.",active_learning,1.25E+18,4219389855,0,0,0.666666667,0,0.666666667,,,
3575,"@USER @USER this is @LINK left can't control the violence in Chicago St Louis Detroit New York, Can't control homelessness , Can't control the border, Yet we are supposed to believe they can control the climate.... put down the crack pipe",high_pmi_accounts,1.44465E+18,9.37341E+17,1,0,0.666666667,1,0.666666667,,,
3576,@USER How about closing the borders and stop the flow of drugs and guns infiltrating this country!!! Common sense people!!,random,1.48527E+18,1.45538E+18,0,0,0.666666667,0,0.666666667,,,
3577,@USER YES YOUR DEFINITELY RIGHT ABOUT THAT FACT WE OUR DEFINITELY FIGHTING FOR OUR VERY SOUL WITH JOE BIDEN AS PRESIDENT I TRULY BELIEVE.,twitter_features,1.4955E+18,1.48708E+18,0,0,0.666666667,0,0.666666667,,,
3578,@USER Absolutely obsurd. What a ridiculous suugestion. How many times has this been implemented in the USA?? I'm thinking never. Evil elected officials. Vote them out for attempted to surpress.,perspective_features,1.38E+18,253066268,1,0,0.666666667,1,1,,,
3579,@USER With all due respect our children with mask is beyond disgusting. stop it just stop it what an appalling gross neglect for our children take your head out of your ass and take some deep breaths,twitter_features,1.49442E+18,1.47655E+18,1,0,1,1,1,,,
3580,"@USER @USER So is Bannon's War Room now an informercial for your coin investments? If so, I'm done. I think that it is highly improper for you to promote it on air. It's boring, irrelevant & a huge conflict of interest. You appear to have become shills & grifters.",perspective_features,1.47551E+18,83016544,1,0,0.666666667,1,1,,,
3581,@USER Republicans leaders are awfully quiet. All this investigating Jan 6 no evidence gov set up proved repbs just want Trumps head,active_learning,1.49535E+18,187813925,0,0,0.666666667,0,0.666666667,,,
3582,New Poll Shows GOP Gov. Ron DeSantis With Sizable Lead Against Democrats @LINK #FEATURED #OPINION #POLITICS,high_pmi_accounts,1.49401E+18,8.58066E+17,0,0,0.75,0,0.75,0,0,
3583,This is true. Do not let Fox & Putin propaganda get to you. RT @USER NOTA BENE: This is not a #UkraineCrisis This is a #RussiaCrisis As in 2014 #RussiaInvadedUkraine @LINK @LINK,active_learning,1.49508E+18,17477864,1,0,0.666666667,1,1,,,
3584,Breaking: Democrats Just Launched Their Plan To Destroy The American Economy @LINK,active_learning,1.44359E+18,2842877221,1,0,0.666666667,1,1,,,
3585,"@USER Come to #ROC where shootings have been normalized and per capita murders are the highest in NY State. We tend to stay away from the west side of the city. Summer means an increase in crime, but we do have a huge lake and pretty awesome county parks.",high_pmi_accounts,1.41E+18,4223574735,0,0,0.666666667,0,0.666666667,,,
3586,Muller was a set up from the very beginning the Russia investigation should have put failure guy and atleast half of the campaign and 3/4 of Republicans should be being fondle by their prison wives as we speak @USER,active_learning,1.49E+18,1.45881E+18,1,0,0.666666667,1,0.666666667,,,
3587,"@USER @USER @USER According to all sane humans, the crimes and cruelty perpetrated on children has severely damaged them with fear,.suicide rates have skyrocketed, fallen behind and brainwashed with your left wing gender BS..THIS IS ALL ON YOU!!",active_learning,1.4956E+18,1.47471E+18,1,0,0.666666667,1,1,,,
3588,@USER @USER @USER Name one thing she's done for her district with the exception of killing a thousand or so jobs with Amazon.,perspective_features,1.49512E+18,1.41143E+18,0,0,1,0,1,,,
3589,"@USER So keep firing City/State workers for a vaccine that doesn't work, makes sense",random,1.49376E+18,1.46612E+18,0,0,1,0,1,,,
3590,@USER Absolutely NOT! Why we impeached a wonderful Presidential Leader. We fully support @USER @USER and their Administration!,high_pmi_accounts,1.49139E+18,1.42038E+18,0,0,1,0,1,,,
3591,A larger problem is Republican government trump happened because of actions of Nixon Reagan GWB McConnell Hastert Gingrich boehner Ryan. These individuals foreign and domestic policies caused significant problems that will take 100s of years to fix @LINK,high_pmi_accounts,1.49E+18,8.36237E+17,0,0,0.666666667,0,0.666666667,,,
3592,"@USER I've never understood why some establishment republicans resisted President Trump, his policies worked for all Americans and he was a force of strength in his foreign policy agenda. Establishment candidates have abandoned their base, out of touch with us. I hope she looses",active_learning,1.48964E+18,1.46659E+18,0,0,0.666666667,0,0.666666667,,,
3593,@USER @USER @USER Who h is exactly what he wants. He wants to channel is communist Castro half and call out the military to quell the protest.,active_learning,1.49083E+18,1.42919E+18,0,0,0.75,0,0.75,,,
3594,"We need to see some patriots step up and primary Kevin McCarthy, because he doesn't deserve to be the majority leader, after Republicans win in 2022. Americans deserve someone who isn't a RINO and doesn't hang out with Frank Luntz, too.",active_learning,1.46074E+18,46999181,0,1,0.666666667,1,1,,,
3595,"December report shows in #Detroit & #Flint, one in 10 households spend more than a quarter of their income, outside of other essential expenses like food and utilities, on #water services. @LINK",random,1.48E+18,20999272,0,0,0.666666667,0,0.666666667,,,
3596,@USER Speaking of standing with workers... did you ever reach out to the Amazon workers in your state to explain why you canceled on them?,twitter_features,1.48333E+18,1.48323E+18,0,0,0.666666667,0,0.666666667,,,
3597,@USER Senator Ben Sasse is a Traitor to the Republican Party and Many Nebraskans Are FED UP with you. I hope you know you just ruined your career. Congratulations.,perspective_features,1.36072E+18,1.21943E+18,1,0,1,1,1,,,
3598,@USER @USER When presented with fact. During the 2016 election I looked up everything from both sides and I found that while there were a few grains of truth on the conservative side most of what they said was gross exaggeration or outright lies. On the Democrats side there were a few lies,twitter_features,1.50E+18,170095577,0,0,0.666666667,0,0.666666667,,,
3599,@USER Demand the Democrats who are in power raise corporate tax to 75%.,twitter_features,1.50E+18,1.48309E+18,0,0,1,0,1,,,
3600,"@USER @USER @USER You can do all of that but cannot show up at your voting precinct because of the pandemic? I imagine the most severe variant will strike in late September early October. Lord Fauci will see to it thus universal mail in ballots, unmonitored drop boxes will be a must. We see you.",random,1.48746E+18,1.48367E+18,0,0,0.666666667,0,0.666666667,,,
3601,@USER Thanks to the delegation..It was such a nice time we you..,random,1.49372E+18,1.4756E+18,0,0,1,0,1,,,
3602,@USER Democrats are not able to handle the crisis they got United States in,random,1.4861E+18,1.3713E+18,0,0,1,0,1,,,
3603,@USER @USER Thank you VA Democratic Party for your lack of imagination and strict adherence to the corporate agenda! You-all played a significant role in Youngkin's win. You've ushered in the past! 'Republican lite' is not a winning strategy!,active_learning,1.48753E+18,4294436597,0,0,1,0,1,,,
3604,"New story on NPR: Judge Michelle Childs, whose early life was shaped by gun violence, is on SCOTUS list Politics @LINK",random,1.49E+18,8.18945E+17,0,0,1,0,1,,,
3605,"@USER If those fools give him credit, it would send them into their complete meltdown!",twitter_features,1.48979E+18,1.4871E+18,1,0,1,1,1,,,
3606,@USER @USER @USER If you are a statistician then why didn't you know about the definitions and the clarifying statements done by CDC and other states? This was months ago. No. You chose to tweet an old idea that has been discredited time and again. Shameful.,perspective_features,1.48E+18,1.46397E+18,0,0,1,0,1,,,
3607,"Is it Possible: MCCARTHY IS LEADING A CAMPAIGN AGAINST DEMOCRATS: IMPEACHED BIDEN, ALL DEMOCRATS WHO INVESTIGATE TRUMP GUILTY CRIMES + ANY GOP VOTED AGAINST TRUMP OR TOLD THE TRUTH, (ANOTHER 1/6) by Leader of ""Coup"" McCarthy & 147 GOP INCITED Insurrection (1st EVER BY AMERICANS)!",alon_for_train,1.49E+18,2535322557,1,1,,1,1,,,
3608,"@USER @USER Makes me despair thinking of the real change an unapologetic Corbynite left leadership could have made within the party. If only he had the necessary ruthlessness and wasn't so concerned with following procedure, unlike the right of the party.",active_learning,1.36055E+18,21198712,0,1,0.666666667,1,0.666666667,,,
3609,"We all know the Texan criminal's rule of thumb: ""We are The Lone Star State with one star. We do whatever we want."" Now we know why THOSE citizens were sold to Mexico. Corporate America could not take it anymore.",twitter_features,1.49E+18,1.48764E+18,1,0,0.666666667,1,0.666666667,,,
3610,HOPE TO GOD THE PARENTS OF SCHOOL AGED CHILDREN IN S.F HAVE PUT THE BOARD MEMBER'S TO THE WALL FOR THE SAKE OF THERE OWN CHILDREN...LEGAL SYSTEM IN THAT CITY???? MAIL IN BALLOTS MY BUTT!!! REMEMBER DAUGHTER SHOT AND KILLED WITH HER FATHER STANDING RIGHT NEXT TO HER BY AN ILLEGAL @LINK,active_learning,1.49366E+18,194018113,1,0,0.666666667,1,0.666666667,,,
3611,"The world has bowed to the brutal #communists, given them this fake stage and it actually seems everyone has become fearful of #China. Free People have become weak and unwilling to stand up for freedom. Sad @USER",active_learning,1.48962E+18,1.31213E+18,0,0,0.666666667,0,0.666666667,,,
3612,"Not only const'l gov't, but now professional associations as well, are failing institutions under the weight of wokeism. A species of progressivism, it promises ""equity."" Yet their policies are Bergeron-esque: weighing down the gifted while doing nothing to help those in need. @LINK",active_learning,1.49399E+18,1.43017E+18,0,1,0.666666667,1,0.666666667,,,
3613,"@USER @USER Yeah, this is the tool that wants to destroy working people's lives she looks down at her nose at. So much for the loser Lord Obama regime caring about the middle class-they HATE it. Marxists who believe wealth is never created ONLY stolen (as that is what they do) @USER",perspective_features,1.49224E+18,1.48328E+18,1,1,0.666666667,1,1,,,
3614,"@USER Massive manhunt yesterday for suspect in TX school shoting, who turned himself in with his attorney present. But former WHO are defying a subpeona?",high_pmi_accounts,1.45E+18,430380440,1,0,1,1,1,,,
3615,"In terms of the red hats, should they flame you for your rational @LINK is okay, it is expected. Many of them never had the same educational opportunities we had, and they are agitated because it is what the cult dictates. Just block, let them be.",twitter_features,1.49371E+18,1.48344E+18,0,0,1,0,1,,,
3616,@USER The only way out of Covid is to break the perpetual cycle of fear porn brought on by power hungry politicians and enabled by the MSM. @LINK,active_learning,1.47E+18,9.15105E+17,0,0,0.666666667,0,0.666666667,,,
3617,@USER Strategory by Lord Obama 1 Keep saying misinformation 2 Race card 3 Trans card Remind the press that was suckling me that I am black (well half) & they must continue to suckle me and the puppet regime I am directing. The media will tell all when we lose it was racism @USER,active_learning,1.49177E+18,1.48328E+18,1,0,0.666666667,1,0.666666667,,,
3618,Thank you @USER & @USER for joining other major corporate PACs & permanently stopping all donations to the congressional Republicans who betrayed our democracy! See which other major companies are doing the right thing: @LINK #DrainTheTraitors,active_learning,1.3499E+18,95313642,0,1,0.666666667,1,0.666666667,,,
3619,@USER It's sad to see many republicans refusing the vaccine. Missouri is an example but every red states accross the country have the lowest vaccination rates.,active_learning,1.42E+18,1.40546E+18,0,0,1,0,1,,,
3620,@USER I wonder how he feels about the Capitol Police officers on J6,high_pmi_accounts,1.49E+18,30045743,0,0,1,0,1,,,
3621,@USER no stimulus check yet from u liers we've been promised no show. So come Nov 2022 we gonna show u goones how it fills to be voted out. Hit the road jack u guys have done no then in months and where sick of it .empty promises you greedy goones,active_learning,1.47E+18,1.46181E+18,1,0,1,1,1,,,
3622,Must-See: Patriots Line the Road as 'Freedom Convoy' Canvasses Country in Defiance of Left's Vax Tyranny via @USER @USER,active_learning,1.48778E+18,24679791,1,0,1,1,1,,,
3623,@USER Real Americans are not going to allow your party back into power. Because we will no longer have a democracy. @LINK,active_learning,1.49219E+18,1.47907E+18,0,1,0.666666667,1,0.666666667,,,
3624,@USER I am so sorry for your loss. My thoughts and prayers are with you both.,random,1.44793E+18,7.57607E+17,0,0,1,0,1,,,
3625,@USER So since the democrats are ramming this little investigation why wait? They can write it now because their little report won't make a difference in their minds. It's going to be one sided.,active_learning,1.47587E+18,43000612,0,0,0.666666667,0,0.666666667,,,
3626,"Muskegon County Commissioner Malinda Pego, in the news for all the wrong reasons #michigan #malindapego #rightwingwatch #democrat #holton #migov #muskegon #westmichigan #puremichigan @USER",active_learning,1.50E+18,1.44515E+18,0,0,0.666666667,0,0.666666667,,,
3627,@USER Washington State authorities held hands and sang praises to Dennis Mullenburg before the Max meds giving huge tax incentives to Boeing to keep 777X wrong production here. They got the tax break but moved production to St. Louis. We got the bill. You TOOK the glory. They owe us.,random,1.49E+18,1.48641E+18,0,0,1,0,1,0,0,
3628,@USER for the regarded: @USER Testament of prayers for continue progress in restoring unto thy better mental/physical health. Memories of you both filled my Mom's heart and Mine. @LINK,high_pmi_accounts,1.48E+18,1.45467E+18,0,0,1,0,1,,,
3629,"Bill Targeting Election Lies Mulled by Washington Lawmakers https://t.co/nD6ddQI65u While unconstitutional on its face, how delicious would it be to turn such an idiotic thing back on Democrats? They lied about the 2016 election for four years and literally incited riots.",alon_for_train,1.48733E+18,1.48697E+18,1,0,,1,1,,,
3630,"There is no substitute for federal action when it comes to preventing gun violence. The federal govt must take a more aggressive role in dismantling the iron pipeline, which extends from the South to the Northeast, & has contributed to an explosion of guns on the streets of NYC. @LINK",twitter_features,1.49E+18,1.2764E+18,0,0,1,0,1,,,
3631,Because democrats need votes! Why do Republicans refuse to step up here? WTF are Republicans doing while our children are dying from drugs they are allowing drugs to pour over the border!!! @USER,active_learning,1.49108E+18,1.34409E+18,0,1,0.666666667,1,1,,,
3632,"@USER @USER @USER Yes, I was being sarcastic. We were all made aware of the IRS's intimidation tactics and the left's attempts to tell us all that we were just being paranoid. Gaslighting is the left's go-to strategy for every situation.",active_learning,1.0096E+18,2916587283,1,0,0.666666667,1,1,,,
3633,"Mail in ballots are increasing voter turnout. Anything that increases turnout we should all celebrate & want to keep/improve. However, having ballots be valid for 17 days After Election Day is too long (looking at you CA). @LINK",high_pmi_accounts,1.32123E+18,24082975,0,0,1,0,1,,,
3634,"@USER @USER These people probably think Ayn Rand would comply with mask ""mandates"" as well. Man I can't imagine being this brainwashed.",twitter_features,1.49262E+18,1.47901E+18,0,0,0.666666667,0,0.666666667,,,
3635,@USER @USER You need to read the entire jobs report. Not quote the one line talking points the Dems push.,active_learning,1.46681E+18,1.35043E+18,0,0,1,0,1,,,
3636,@USER @USER You can't have socialism without stepping all over property rights stop being ridiculous,perspective_features,1.4664E+18,1.19626E+18,1,0,0.666666667,1,0.666666667,,,
3637,@USER @USER Open every one EYES THE PERSONS TO FIGHT OF IS GEORGE SOROS HE IS THE MAIN PERPETUAROR OF ALL THAT IS HAPPENING HE IS THE ONE MAKING IT HAPPEN ALL AROUND THE WORLD HES OWN COUNTRY HUNGARIANS ARE FIGHTING HIM DESTROYING HIM AND HIS SONS AUSTRIANS ARE KICKING HIM TOO WE NEED TO TOO,active_learning,1.48747E+18,1.45858E+18,0,0,0.666666667,0,0.666666667,,,
3638,@USER The remains trump inc had unusual contact with the Russian bank while trump was in office. I would have errored towards caution here too.,twitter_features,1.49407E+18,1.48076E+18,0,0,1,0,1,,,
3639,@USER Seriously. SEEK HELP! You and the rest of the LGBTQ lunatics need treatment.,perspective_features,1.49376E+18,1.48685E+18,0,1,0.666666667,1,1,,,
3640,"@USER @USER @USER Prime example, the CDC used a study out of Arizona that tried to study if masks work. They studied 2 school districts and concluded that masks work but they didn't tell anyone that one school was in session and the other one wasn't in session and scientific comm criticized them",random,1.48213E+18,46887122,0,0,1,0,1,,,
3641,"Now look at what the "" big shots "" have created~ Those who oppose should lock them up toghter forever, and leave us normal ones alone. We can play our own game better, mucho better~ @LINK",active_learning,1.44254E+18,19668928,1,0,0.75,1,0.75,,,
3642,"Page 294 of IG Report shows the World some of the 650k Sick emails & Truth ! #PizzaGate is Real ! The Clintons & Foundation, Podesta Bro's Obama , all Child Traffickers and so much more ! 50million People are Sold &Ritualistically sacrificed etc!",perspective_features,1.00748E+18,7.82713E+17,0,0,1,0,1,,,
3643,"@USER @USER Perhaps you should read the constitution, and take note of what is happening in countries that have disarmed the citizens.",twitter_features,1.49523E+18,1.48745E+18,0,0,1,0,1,,,
3644,"DHS: Mis- dis- and mal-information (MDM) being caused by ""Domestic Terrorists"", by @USER @LINK",active_learning,1.49252E+18,4789866023,1,0,0.666666667,1,0.666666667,,,
3645,"#UFO #LiveStreaming The @USER continues to obfuscate clarity w/the American people regarding #UAP incursions, why? @USER breaks down critiques from @USER @USER Also, the ear-candy that was @USER & @USER @USER @LINK @LINK",random,1.49E+18,128634908,0,0,0.666666667,0,0.666666667,,,
3646,"@USER @USER It crosses peoples' minds now. And the fact that you don't understand the reason why ""it crosses parents' minds"" now just demonstrates how totally ignorant you are about what's really going on. CLUELESS.",perspective_features,1.49477E+18,1.38635E+18,1,0,1,1,1,,,
3647,"This is the year of the American Veteran, not career politicians who are only running to further their own legacy at the expense of yours. @USER @USER @USER @USER @USER @USER @USER @USER @USER",random,1.49469E+18,1.48018E+18,0,0,0.666666667,0,0.666666667,,,
3648,@USER @USER The project is not approved and is not moving forward at this time. Why do you keep talking about it as though every part of the plan is in action except the affordable housing part of it? You're being intentionally obtuse and deceitful.,twitter_features,1.49171E+18,1.48609E+18,1,0,0.75,1,0.75,,,
3649,This is what liberals do for the country. Laws were just fine before.. not to be rewritten by the previous administration @LINK,active_learning,9.21376E+17,2721701301,0,0,0.666666667,0,0.666666667,,,
3650,The Democrats persist with claims that our voting process is discriminatory while ignoring the surging crime in many American cities. I haven't heard of a single person who said they could not vote in 2020 but I know of many who've died by criminals in Lib-run cities.,alon_for_train,1.48606E+18,1.32519E+18,0,0,,0,1,,,
3651,"@USER Wow. You were about educated man and yet still don't know how give works Mr trump brought us hate, daily via twitter.. Biden didnt bring us war. Seriously ? Hahaha read more. Unless of course your libraries have banned history, they leave mein kampf though. Conservatives..",active_learning,1.49E+18,468589378,1,0,0.666666667,1,0.666666667,,,
3652,"@USER You need to get this done. Need to pull a Mitch. And please, no pro corporate justice. She doesn't have to be anti corporate, just not always pro corporate.",twitter_features,1.49E+18,1.48352E+18,0,0,1,0,1,,,
3653,Jen Psaki holds White House press briefing @LINK via @USER I don't think I can stay un-nauseous that long but here it is anyway.....,high_pmi_accounts,1.49489E+18,378273505,0,0,0.666666667,0,0.666666667,,,
3654,@USER @USER Can't wait to see the republicans carrying around sack lunches. Poor things. Bless their little hearts.,active_learning,1.48209E+18,1.40248E+18,0,1,0.666666667,1,0.666666667,,,
3655,@USER @USER @USER @USER Who the fuck are the Turds are they our allies are they NATO members? This is probably the most stupidest and smallest of wars in the history of wars. U are living in a bubble your story of Putin puppet fell like a bunch of rocks stop quacking.,active_learning,1.49147E+18,3282680677,1,0,0.666666667,1,1,,,
3656,"I don't agree with Rep. Omar's remarks, but there is no excuse for violence against her. This shows how imbedded Islamophobia is. #FauxNews #RacistTrump @USER",active_learning,1.11543E+18,581414703,0,0,0.666666667,0,0.666666667,,,
3657,"""Criminalize child sodomy"" is basically what this tactic harkens back to. Frame the discussion with hyperbole that cynically leverages an unrelated American obsession like child innocence. @LINK",active_learning,1.49E+18,8.43239E+17,1,0,0.666666667,1,0.666666667,,,
3658,@USER Wait until you realize 0bama needs Biden to start WW3. It has everything to do with revenge for Putin bombing ISIS.,perspective_features,1.49E+18,7.15539E+17,0,0,1,0,1,,,
3659,Attorney General Barr and DOJ Officials Announce Significant Law Enforce... @LINK via @USER,random,1.25263E+18,607238071,0,0,1,0,1,,,
3660,@USER @USER @USER @USER @USER Franklin! How do you like the Trump Crime Family now along with those Republicans who have been involved in his criminal conspiracies? How do you explain all the hate groups that are heavily armed wait to murder Democrats? Why haven't we heard anything from you condemning them?,alon_for_train,1.49371E+18,1.45382E+18,0,1,,1,1,,,
3661,"Yesterday's Leftist take: It's bad when minors cross state lines, but OK when minors cross our national border illegally. In fact, it's not only encouraged, it's rewarded.",active_learning,1.46215E+18,429563572,0,0,0.666666667,0,0.666666667,,,
3662,"@USER Hate to burst your bubbles. But the only things children should have to worry about is transitioning into adults. Let them make their choices when they grow up. You're a parent, not a child psychologist or a doctor. Take them to one, get a legitimate medical opinion.",perspective_features,1.49E+18,1.48759E+18,1,0,1,1,1,,,
3663,@USER @USER @USER The poor part of their states are almost 100% Democrats. Why is that?,active_learning,1.33761E+18,404537396,0,0,0.666666667,0,0.666666667,,,
3664,01/26/2022 - WI withdraws vote! AMC! Liberal Breyer retiring! Truckers unite! QohnG! @LINK,active_learning,1.4867E+18,1.47852E+18,0,0,0.666666667,0,0.666666667,,,
3665,They took their cues from the Jan 6 Committee. This is dangerous and must be stopped now @LINK,high_pmi_accounts,1.4952E+18,1.34825E+18,0,0,1,0,1,,,
3666,"@USER Absolutely, the should be held accountable! We should demand it, I believe every American should!",twitter_features,1.49407E+18,1.48728E+18,0,0,0.666666667,0,0.666666667,,,
3667,@USER They have seen their ratings gradually tank. No more TDS to lean on. Socialist News Network.,active_learning,1.39359E+18,963931525,0,0,1,0,1,,,
3668,DO KNOW DONT CARE STILL WOULD DO IT... SO WHITE HOUSE IS TO NOTIFY PRESIDENT THOSE HIGHER UP AND WORLD LEADERS NEED THIS STUFF THEN TO SAVE EARTH THOSE MAD SAYING NO .. DONT HAVE ABILITY WONT FIGHT OPPONENTS DONT GIVE A DAMN ABOUT SAVING EARTH.. COMING UP WITH OTHER IDEAS,active_learning,1.49E+18,1.48418E+18,0,0,0.75,0,0.75,,,
3669,@USER @USER I dare another damn one of those demonrats to say another FN word about taking our guns away or changing any part of our 2nd amendment. They just gave our enemies some of the most powerful ammunitions fire arms. Every last one of these vile BASTARDS NEED TO FACE CHARGES.,active_learning,1.42916E+18,1.37731E+18,1,0,0.6,1,0.8,,,
3670,"I'm not on Twitter for the following, I'm here to push the truth against those who would destroy our country! RT IF YOU AGREE.. @LINK",active_learning,1.49E+18,7.11241E+17,0,0,1,0,1,,,
3671,Someone should tell the democrats that there is more than 839 lbs of fentanyl in the world. @LINK,active_learning,1.49551E+18,1.38597E+18,0,0,0.666666667,0,0.666666667,,,
3672,"Checking out """"Stop Invading Our Territory!"" - Psychotic Lib LOSES IT on Anti-"" on Tea Party Command Center: @LINK",active_learning,1.48564E+18,634308314,0,0,0.666666667,0,0.666666667,,,
3673,@USER I was a teacher too and I never paid millions in taxes maybe I should come out of retirement and come work in your district. Education yourself before you spout off,random,1.49413E+18,1.46229E+18,0,0,0.666666667,0,0.666666667,,,
3674,"@USER @USER @USER They've re-written the events in their minds. It's a tourist event. There were no weapons. No one got hurt. The BLM riots were worse; nothing happened to them. It's all fake videos. Let's see, what else have I heard or read using whataboutisms and outright lies?",active_learning,1.48E+18,1.46397E+18,0,1,0.666666667,1,0.666666667,,,
3675,"Remember when Democrats were OBSESSED with Trump's taxes? Rachel Maddow finally got ahold of one of his tax returns, blindly read it live, and proved he paid 40 million in just one year!! It was beautiful. These people are fcking idiots.",active_learning,1.49578E+18,1.48761E+18,1,0,1,1,1,,,
